location,policeForce
Blaencelyn,Dyfed-Powys
Blaenpennal,Dyfed-Powys
Blaenplwyf,Dyfed-Powys
Blaenporth,Dyfed-Powys
Bont-goch (Elerch),Dyfed-Powys
Borth,Dyfed-Powys
Bow Street,Dyfed-Powys
Bridgend,Dyfed-Powys
Brithdir,Dyfed-Powys
Brongest,Dyfed-Powys
Brongwyn,Dyfed-Powys
Bronnant,Dyfed-Powys
Bronwydd,Dyfed-Powys
Brynafan,Dyfed-Powys
Bryngwyn,Dyfed-Powys
Brynhoffnant,Dyfed-Powys
Bwlch-Llan,Dyfed-Powys
Caemorgan,Dyfed-Powys
Caerwedros,Dyfed-Powys
Capel Bangor,Dyfed-Powys
Capel Betws Lleucu,Dyfed-Powys
Capel Dewi,Dyfed-Powys
Capel Seion,Dyfed-Powys
Capel Tygwydd,Dyfed-Powys
Cardigan (Aberteifi),Dyfed-Powys
Cardigan Island,Dyfed-Powys
Cefn Llwyd,Dyfed-Powys
Ceinewydd (New Quay),Dyfed-Powys
Cellan,Dyfed-Powys
Chancery,Dyfed-Powys
Cilcennin,Dyfed-Powys
Cilgwyn,Dyfed-Powys
Ciliau Aeron,Dyfed-Powys
Clarach,Dyfed-Powys
Cnwch Coch,Dyfed-Powys
Cockshead,Dyfed-Powys
Coed y Garth,Dyfed-Powys
Coed-y-bryn,Dyfed-Powys
Comins Coch,Dyfed-Powys
Craig-y-penrhyn,Dyfed-Powys
Cribyn,Dyfed-Powys
Croes-lan,Dyfed-Powys
Cross Inn,Dyfed-Powys
Crosswood,Dyfed-Powys
Cwmbrwyno,Dyfed-Powys
Cwmcoednerth,Dyfed-Powys
Cwmerfyn,Dyfed-Powys
Cwmsymlog,Dyfed-Powys
Cwmystwyth,Dyfed-Powys
Cwrtnewydd,Dyfed-Powys
Dihewyd,Dyfed-Powys
Dol-y-Bont,Dyfed-Powys
Dole,Dyfed-Powys
Dolgerdd,Dyfed-Powys
Dollwen,Dyfed-Powys
Dre-fach,Dyfed-Powys
Dyffryn,Dyfed-Powys
Dyffryn-bern,Dyfed-Powys
Eglwys Fach,Dyfed-Powys
Elerch (Bont-goch),Dyfed-Powys
Felin-Wnda,Dyfed-Powys
Felinfach,Dyfed-Powys
Ffair-Rhos,Dyfed-Powys
Ffos-y-ffin,Dyfed-Powys
Ffostrasol,Dyfed-Powys
Furnace,Dyfed-Powys
Garth,Dyfed-Powys
Gilfachreda,Dyfed-Powys
Glandyfi,Dyfed-Powys
Glanrafon,Dyfed-Powys
Glanwern,Dyfed-Powys
Glasgoed,Dyfed-Powys
Glaspwll,Dyfed-Powys
Glynarthen,Dyfed-Powys
Goginan,Dyfed-Powys
Gorrig,Dyfed-Powys
Gors,Dyfed-Powys
Gorsgoch,Dyfed-Powys
Gwbert,Dyfed-Powys
Hafodiwan,Dyfed-Powys
Hawen,Dyfed-Powys
Horeb,Dyfed-Powys
Lampeter,Dyfed-Powys
Llan-non,Dyfed-Powys
Llanafan,Dyfed-Powys
Llanarth,Dyfed-Powys
Llanbadarn Fawr,Dyfed-Powys
Llancyfelyn,Dyfed-Powys
Llanddeiniol,Dyfed-Powys
Llanddewi-Brefi,Dyfed-Powys
Llandre,Dyfed-Powys
Llanfair Clydogau,Dyfed-Powys
Llanfarian,Dyfed-Powys
Llanfihangel-y-Creuddyn,Dyfed-Powys
Llangeitho,Dyfed-Powys
Llangoedmor,Dyfed-Powys
Llangorwen,Dyfed-Powys
Llangranog,Dyfed-Powys
Llangwyryfon,Dyfed-Powys
Llangybi,Dyfed-Powys
Llanilar,Dyfed-Powys
Llanrhystud,Dyfed-Powys
Llansantffraed,Dyfed-Powys
Llanwenog,Dyfed-Powys
Llanwnnen,Dyfed-Powys
Lledrod,Dyfed-Powys
Llundain-fach,Dyfed-Powys
Llwyn-y-groes,Dyfed-Powys
Llwyncelyn,Dyfed-Powys
Llwyndafydd,Dyfed-Powys
Llywernog,Dyfed-Powys
Maen-y-groes,Dyfed-Powys
Maes llyn,Dyfed-Powys
Maes-bangor,Dyfed-Powys
Manian-fawr,Dyfed-Powys
Morfa,Dyfed-Powys
Moriah,Dyfed-Powys
Mydroilyn,Dyfed-Powys
Mynydd Bach,Dyfed-Powys
Nant Bargod,Dyfed-Powys
Nanternis,Dyfed-Powys
Nantyronen Station,Dyfed-Powys
Nebo,Dyfed-Powys
New Quay (Ceinewydd),Dyfed-Powys
New Row,Dyfed-Powys
Noyadd Trefawr,Dyfed-Powys
Noyadd Wilym,Dyfed-Powys
Oakford,Dyfed-Powys
Old Goginan,Dyfed-Powys
Pant-y-crug,Dyfed-Powys
Panteg,Dyfed-Powys
Parcllyn,Dyfed-Powys
Pen-bont Rhydybeddau,Dyfed-Powys
Pen-y-garn,Dyfed-Powys
Penbryn,Dyfed-Powys
Penmorfa,Dyfed-Powys
Pennant,Dyfed-Powys
Penparc,Dyfed-Powys
Penparcau,Dyfed-Powys
Penrhiw-llan,Dyfed-Powys
Penrhiw-pal,Dyfed-Powys
Penrhyn-coch,Dyfed-Powys
Pentrefelin,Dyfed-Powys
Pentrellwyn,Dyfed-Powys
Penybont,Dyfed-Powys
Pisgah,Dyfed-Powys
Plas Gogerddan,Dyfed-Powys
Plwmp,Dyfed-Powys
Pont-rhyd-y-groes,Dyfed-Powys
Pont-sian,Dyfed-Powys
Ponterwyd,Dyfed-Powys
Pontgarreg,Dyfed-Powys
Ponthirwaun,Dyfed-Powys
Pontrhydfendigaid,Dyfed-Powys
Pren-gwyn,Dyfed-Powys
Rhippinllwyd,Dyfed-Powys
Rhos Haminiog,Dyfed-Powys
Rhos-y-garth,Dyfed-Powys
Rhosygadair Newydd,Dyfed-Powys
Rhyd,Dyfed-Powys
Rhyd-Rosser,Dyfed-Powys
Rhydlewis,Dyfed-Powys
Rhydowen,Dyfed-Powys
Rhydyfelin,Dyfed-Powys
Salem,Dyfed-Powys
Sarnau,Dyfed-Powys
Silian,Dyfed-Powys
Southgate,Dyfed-Powys
St Dogmaels,Dyfed-Powys
Staylittle,Dyfed-Powys
Strata Florida,Dyfed-Powys
Swyddffynnon,Dyfed-Powys
Synod Inn,Dyfed-Powys
Tal-sarn,Dyfed-Powys
Tal-y-bont,Dyfed-Powys
Talgarreg,Dyfed-Powys
Tan-y-groes,Dyfed-Powys
Temple Bar,Dyfed-Powys
Trawsnant,Dyfed-Powys
Tre Taliesin,Dyfed-Powys
Trefechan,Dyfed-Powys
Trefenter,Dyfed-Powys
Trefilan,Dyfed-Powys
Treforgan,Dyfed-Powys
Tregaron,Dyfed-Powys
Tregroes,Dyfed-Powys
Tremain,Dyfed-Powys
Tresaith,Dyfed-Powys
Trisant,Dyfed-Powys
Troedrhiwffenyd,Dyfed-Powys
Troedyraur,Dyfed-Powys
Ty-Newydd,Dyfed-Powys
Tynewydd,Dyfed-Powys
Tynygraig,Dyfed-Powys
Upper Borth,Dyfed-Powys
Waun Fawr,Dyfed-Powys
Wenallt,Dyfed-Powys
Y Ferwig,Dyfed-Powys
Ynys Tachwedd,Dyfed-Powys
Ynys-Lochtyn,Dyfed-Powys
Ynyslas,Dyfed-Powys
Ysbyty Cynfyn,Dyfed-Powys
Ysbyty Ystwyth,Dyfed-Powys
Ystrad Aeron,Dyfed-Powys
Ystradmeurig,Dyfed-Powys
Ystumtuen,Dyfed-Powys
Pembrokeshire,Dyfed-Powys
Abercastle,Dyfed-Powys
Abercych,Dyfed-Powys
Aberdaughleddau (Milford Haven),Dyfed-Powys
Abereiddy,Dyfed-Powys
Abergwaun (Fishguard),Dyfed-Powys
Albert Town,Dyfed-Powys
Albro Castle,Dyfed-Powys
Ambleston,Dyfed-Powys
Amroth,Dyfed-Powys
Angle,Dyfed-Powys
Arberth (Narberth),Dyfed-Powys
Begelly,Dyfed-Powys
Bengal,Dyfed-Powys
Bentlass,Dyfed-Powys
Berry Hill,Dyfed-Powys
Bethesda,Dyfed-Powys
Bicton,Dyfed-Powys
Black Tar,Dyfed-Powys
Blackpool,Dyfed-Powys
Blaenffos,Dyfed-Powys
Bletherston,Dyfed-Powys
Boncath,Dyfed-Powys
Bosherston,Dyfed-Powys
Boulston,Dyfed-Powys
Brimaston,Dyfed-Powys
Broad Haven,Dyfed-Powys
Broadfield,Dyfed-Powys
Broadmoor,Dyfed-Powys
Broadway,Dyfed-Powys
Broom,Dyfed-Powys
Bryn-henllan,Dyfed-Powys
Brynberian,Dyfed-Powys
Burton,Dyfed-Powys
Burton Ferry,Dyfed-Powys
Caer-Farchell,Dyfed-Powys
Caermeini,Dyfed-Powys
Caldey Island,Dyfed-Powys
Camp Hill,Dyfed-Powys
Camrose,Dyfed-Powys
Carew,Dyfed-Powys
Carew Cheriton,Dyfed-Powys
Carew Newton,Dyfed-Powys
Carnhedryn,Dyfed-Powys
Carnhedryn Uchaf,Dyfed-Powys
Carreg-wen,Dyfed-Powys
Carregwastad Point,Dyfed-Powys
Castlebythe,Dyfed-Powys
Castlemartin,Dyfed-Powys
Castlemorris,Dyfed-Powys
Cemaes Head,Dyfed-Powys
Cheriton (Stackpole Elidor),Dyfed-Powys
Church Hill,Dyfed-Powys
Churchton,Dyfed-Powys
Cilau,Dyfed-Powys
Cilgerran,Dyfed-Powys
Cilwendeg,Dyfed-Powys
Cippyn,Dyfed-Powys
Clarbeston,Dyfed-Powys
Clarbeston Road,Dyfed-Powys
Clareston,Dyfed-Powys
Cold Blow,Dyfed-Powys
Cold Inn,Dyfed-Powys
Colston,Dyfed-Powys
Cosheston,Dyfed-Powys
Cresselly,Dyfed-Powys
Crinow,Dyfed-Powys
Croes-goch,Dyfed-Powys
Cross Hands,Dyfed-Powys
Crosswell,Dyfed-Powys
Crundale,Dyfed-Powys
Crymych,Dyfed-Powys
Cuffern,Dyfed-Powys
Cuttybridge,Dyfed-Powys
Cwm Plysgog,Dyfed-Powys
Cwmcych,Dyfed-Powys
Cwmorgan,Dyfed-Powys
Cwmwdig Water,Dyfed-Powys
Dale,Dyfed-Powys
Deerland,Dyfed-Powys
Dinas Cross,Dyfed-Powys
Dinas Head,Dyfed-Powys
Dinbych-y-pysgod (Tenby),Dyfed-Powys
Doc Penfro (Pembroke Dock),Dyfed-Powys
Dreenhill,Dyfed-Powys
Druidston,Dyfed-Powys
Dudwells,Dyfed-Powys
Dyffryn,Dyfed-Powys
East Trewent,Dyfed-Powys
East Williamston,Dyfed-Powys
Eastern Cleddau,Dyfed-Powys
Eglwyswen,Dyfed-Powys
Eglwyswrw,Dyfed-Powys
Felindre Farchog,Dyfed-Powys
Ffynnon Gron,Dyfed-Powys
Fishguard (Abergwaun),Dyfed-Powys
Folly,Dyfed-Powys
Ford,Dyfed-Powys
Freshwater East,Dyfed-Powys
Freystrop,Dyfed-Powys
Gelli,Dyfed-Powys
Gignog,Dyfed-Powys
Glanafon,Dyfed-Powys
Glandwr,Dyfed-Powys
Glanrhyd,Dyfed-Powys
Glenowen,Dyfed-Powys
Glogue,Dyfed-Powys
Golden Hill,Dyfed-Powys
Goodwick (Wdig),Dyfed-Powys
Granston,Dyfed-Powys
Green,Dyfed-Powys
Greenway,Dyfed-Powys
Grove,Dyfed-Powys
Guilford,Dyfed-Powys
Gumfreston,Dyfed-Powys
Gwastad,Dyfed-Powys
Hafod Grove,Dyfed-Powys
Hakin,Dyfed-Powys
Harbour Village,Dyfed-Powys
Haroldston West,Dyfed-Powys
Haverfordwest (Hwlffordd),Dyfed-Powys
Hayscastle,Dyfed-Powys
Haysford,Dyfed-Powys
Hazelbeach,Dyfed-Powys
Herbrandston,Dyfed-Powys
Hermon,Dyfed-Powys
Hill Mountain,Dyfed-Powys
Hillblock,Dyfed-Powys
Hodgeston,Dyfed-Powys
Hook,Dyfed-Powys
Houghton,Dyfed-Powys
Hubberston,Dyfed-Powys
Hundleton,Dyfed-Powys
Hwlffordd (Haverfordwest),Dyfed-Powys
Jameston,Dyfed-Powys
Jeffreyston,Dyfed-Powys
Johnston,Dyfed-Powys
Jordanston,Dyfed-Powys
Keeston,Dyfed-Powys
Kete,Dyfed-Powys
Kilgetty,Dyfed-Powys
Lambston,Dyfed-Powys
Lampeter Velfrey,Dyfed-Powys
Lamphey,Dyfed-Powys
Landshipping,Dyfed-Powys
Landshipping Quay,Dyfed-Powys
Lane Head,Dyfed-Powys
Lanesend,Dyfed-Powys
Lawrenny,Dyfed-Powys
Lawrenny Quay,Dyfed-Powys
Leonardston,Dyfed-Powys
Letterston,Dyfed-Powys
Leweston,Dyfed-Powys
Liddeston,Dyfed-Powys
Linney Head,Dyfed-Powys
Little Haven,Dyfed-Powys
Little Honeyborough,Dyfed-Powys
Little Milford,Dyfed-Powys
Little Newcastle,Dyfed-Powys
Llan-mill,Dyfed-Powys
Llanddewi Velfrey,Dyfed-Powys
Llandeloy,Dyfed-Powys
Llandilo,Dyfed-Powys
Llandissilio,Dyfed-Powys
Llandruidion,Dyfed-Powys
Llandygwydd,Dyfed-Powys
Llanfair-Nant-Gwyn,Dyfed-Powys
Llanfyrnach,Dyfed-Powys
Llangloffan,Dyfed-Powys
Llangolman,Dyfed-Powys
Llangwm,Dyfed-Powys
Llanhowel,Dyfed-Powys
Llanion,Dyfed-Powys
Llanon,Dyfed-Powys
Llanreath,Dyfed-Powys
Llanrhian,Dyfed-Powys
Llanstadwell,Dyfed-Powys
Llanteg,Dyfed-Powys
Llanwnda,Dyfed-Powys
Llanycefn,Dyfed-Powys
Llanychaer,Dyfed-Powys
Llawhaden,Dyfed-Powys
Llechryd,Dyfed-Powys
Llwyn-y-brain,Dyfed-Powys
Llwyn-yr-hwrdd,Dyfed-Powys
Llwynduris,Dyfed-Powys
Llys-y-fran,Dyfed-Powys
Llys-y-fran Reservoir,Dyfed-Powys
Loveston,Dyfed-Powys
Lower Freystrop,Dyfed-Powys
Lower Solva,Dyfed-Powys
Lower Town,Dyfed-Powys
Ludchurch,Dyfed-Powys
Lydstep,Dyfed-Powys
Maddox Moor,Dyfed-Powys
Maenclochog,Dyfed-Powys
Maiden Wells,Dyfed-Powys
Manorbier,Dyfed-Powys
Manorbier Newton,Dyfed-Powys
Manorowen,Dyfed-Powys
Marloes,Dyfed-Powys
Martletwy,Dyfed-Powys
Mascle Bridge,Dyfed-Powys
Mathry,Dyfed-Powys
Mayeston,Dyfed-Powys
Merrion,Dyfed-Powys
Mesur-y-dorth,Dyfed-Powys
Middle Hill,Dyfed-Powys
Middle Mill,Dyfed-Powys
Milford Haven (Aberdaughleddau),Dyfed-Powys
Millin Cross,Dyfed-Powys
Milton,Dyfed-Powys
Minwear,Dyfed-Powys
Monington,Dyfed-Powys
Monkstone Point,Dyfed-Powys
Monkton,Dyfed-Powys
Mount Pleasant,Dyfed-Powys
Moylgrove,Dyfed-Powys
Musselwick,Dyfed-Powys
Mynachlog-ddu,Dyfed-Powys
Narberth (Arberth),Dyfed-Powys
Narberth Bridge,Dyfed-Powys
Nevern,Dyfed-Powys
New Hedges,Dyfed-Powys
New Moat,Dyfed-Powys
Newchapel,Dyfed-Powys
Newgale,Dyfed-Powys
Newton Cross,Dyfed-Powys
Neyland,Dyfed-Powys
Nine Wells,Dyfed-Powys
Nolton,Dyfed-Powys
Nolton Haven,Dyfed-Powys
Nyfer,Dyfed-Powys
Orlandon,Dyfed-Powys
Parrog,Dyfed-Powys
Pelcomb,Dyfed-Powys
Pelcomb Bridge,Dyfed-Powys
Pelcomb Cross,Dyfed-Powys
Pembroke (Penfro),Dyfed-Powys
Pembroke Dock,Dyfed-Powys
Pembroke Ferry,Dyfed-Powys
Pen Brush,Dyfed-Powys
Pen-bedw,Dyfed-Powys
Pen-Lan-mabws,Dyfed-Powys
Pen-y-Bryn,Dyfed-Powys
Penally (Penalum),Dyfed-Powys
Penalum (Penally),Dyfed-Powys
Penbwchdy,Dyfed-Powys
Penclegyr,Dyfed-Powys
Penffordd,Dyfed-Powys
Penfro (Pembroke),Dyfed-Powys
Pennar,Dyfed-Powys
Pennar Park,Dyfed-Powys
Penparc,Dyfed-Powys
Penrhyn Castle,Dyfed-Powys
Pentlepoir,Dyfed-Powys
Pentre Galar,Dyfed-Powys
Pentrisil,Dyfed-Powys
Penycwm,Dyfed-Powys
Penyfeidr,Dyfed-Powys
Penygroes,Dyfed-Powys
Penyraber,Dyfed-Powys
Pill,Dyfed-Powys
Plain Dealings,Dyfed-Powys
Pleasant Valley,Dyfed-Powys
Pont-yr-hafod,Dyfed-Powys
Pontfaen,Dyfed-Powys
Pontiago,Dyfed-Powys
Pontyglasier,Dyfed-Powys
Pope Hill,Dyfed-Powys
Port Lion,Dyfed-Powys
Portfield Gate,Dyfed-Powys
Portheiddy,Dyfed-Powys
Porthgain,Dyfed-Powys
Poyston,Dyfed-Powys
Poyston Cross,Dyfed-Powys
Prendergast,Dyfed-Powys
Princes Gate,Dyfed-Powys
Priory,Dyfed-Powys
Puncheston,Dyfed-Powys
Pwllcrochan,Dyfed-Powys
Ramsey Island,Dyfed-Powys
Red Hill,Dyfed-Powys
Redberth,Dyfed-Powys
Reynalton,Dyfed-Powys
"Rhos, The",Dyfed-Powys
Rhoscrowther,Dyfed-Powys
Rhosfach,Dyfed-Powys
Rhosson,Dyfed-Powys
Rhosycaerau,Dyfed-Powys
Rhosygilwen,Dyfed-Powys
Rhyd-y-Brown,Dyfed-Powys
Rhydowen,Dyfed-Powys
Rhydygele,Dyfed-Powys
Ridgeway,Dyfed-Powys
Robeston Back,Dyfed-Powys
Robeston Wathen,Dyfed-Powys
Robeston West,Dyfed-Powys
Roch,Dyfed-Powys
Roch Gate,Dyfed-Powys
Rose Valley,Dyfed-Powys
Rosebush,Dyfed-Powys
Rosehill,Dyfed-Powys
Rosemarket,Dyfed-Powys
Rudbaxton,Dyfed-Powys
Sageston,Dyfed-Powys
Sandy Haven,Dyfed-Powys
Sardis,Dyfed-Powys
Saundersfoot,Dyfed-Powys
Scleddau,Dyfed-Powys
Shipping,Dyfed-Powys
Simpson,Dyfed-Powys
Simpson Cross,Dyfed-Powys
Skerryford,Dyfed-Powys
Skokholm Island,Dyfed-Powys
Skomer Island,Dyfed-Powys
Skyfog,Dyfed-Powys
Slade,Dyfed-Powys
Slebech,Dyfed-Powys
Solva,Dyfed-Powys
South Hill,Dyfed-Powys
Spittal,Dyfed-Powys
Square and Compass,Dyfed-Powys
St Brides,Dyfed-Powys
St Davids,Dyfed-Powys
St Florence,Dyfed-Powys
St Nicholas,Dyfed-Powys
St Petrox,Dyfed-Powys
St Twynnells,Dyfed-Powys
Stackpole,Dyfed-Powys
Stackpole Elidor (Cheriton),Dyfed-Powys
Stackpole Head,Dyfed-Powys
Star,Dyfed-Powys
Stepaside,Dyfed-Powys
Steynton,Dyfed-Powys
Stop-and-Call,Dyfed-Powys
Strumble Head,Dyfed-Powys
Summerhill,Dyfed-Powys
Sutton,Dyfed-Powys
Tafarn-y-bwlch,Dyfed-Powys
Talbenny,Dyfed-Powys
Tangiers,Dyfed-Powys
Tegryn,Dyfed-Powys
Templeton,Dyfed-Powys
Tenby (Dinbych-y-pysgod),Dyfed-Powys
Thomas Chapel,Dyfed-Powys
Thornton,Dyfed-Powys
Tiers Cross,Dyfed-Powys
Tower Point,Dyfed-Powys
Townsend,Dyfed-Powys
Trecwn,Dyfed-Powys
Trefasser,Dyfed-Powys
Treffgarne,Dyfed-Powys
Treffynnon,Dyfed-Powys
Trefgarn Owen,Dyfed-Powys
Trefin,Dyfed-Powys
Treginnis,Dyfed-Powys
Treglemais,Dyfed-Powys
Tregyddulan,Dyfed-Powys
Treleddyd-fawr,Dyfed-Powys
Tretio,Dyfed-Powys
Triffleton,Dyfed-Powys
Tufton,Dyfed-Powys
Underwood,Dyfed-Powys
Upper Nash,Dyfed-Powys
Upper Solva,Dyfed-Powys
Uzmaston,Dyfed-Powys
Vachelich,Dyfed-Powys
"Valley, The",Dyfed-Powys
Walton East,Dyfed-Powys
Walton West,Dyfed-Powys
Warren,Dyfed-Powys
Waterloo,Dyfed-Powys
Waterston,Dyfed-Powys
Waun Beddau,Dyfed-Powys
Wdig (Goodwick),Dyfed-Powys
Welsh Hook,Dyfed-Powys
West Denant,Dyfed-Powys
West Williamston,Dyfed-Powys
Western Cleddau,Dyfed-Powys
Weston,Dyfed-Powys
Whitchurch,Dyfed-Powys
Wind Hill,Dyfed-Powys
Wiston,Dyfed-Powys
Withybush,Dyfed-Powys
Wolfsdale,Dyfed-Powys
Wolfsdale Hill,Dyfed-Powys
Wood,Dyfed-Powys
Wooden,Dyfed-Powys
Woodsend,Dyfed-Powys
Woodstock,Dyfed-Powys
Yerbeston,Dyfed-Powys
Ynyns Deullyn,Dyfed-Powys
Powys,Dyfed-Powys
Abbeycwmhir,Dyfed-Powys
Aber Village,Dyfed-Powys
Aberangell,Dyfed-Powys
Aberbechan,Dyfed-Powys
Aberbran,Dyfed-Powys
Abercegir,Dyfed-Powys
Abercraf,Dyfed-Powys
Aberedw,Dyfed-Powys
Abergwesyn,Dyfed-Powys
Aberhonddu (Brecon),Dyfed-Powys
Aberhosan,Dyfed-Powys
Aberllefenni,Dyfed-Powys
Abermule,Dyfed-Powys
Abernant,Dyfed-Powys
Abertridwr,Dyfed-Powys
Aberyscir,Dyfed-Powys
Adfa,Dyfed-Powys
Afon Carno,Dyfed-Powys
Afon Efyrny,Dyfed-Powys
Afon Gwydderig,Dyfed-Powys
Afon Hydfer,Dyfed-Powys
Afon Llynfi,Dyfed-Powys
Afon Taf Fawr,Dyfed-Powys
Afon Twrch,Dyfed-Powys
Aithnen,Dyfed-Powys
Alltmawr,Dyfed-Powys
Alport,Dyfed-Powys
Arddleen,Dyfed-Powys
Argoed,Dyfed-Powys
Arrow,Dyfed-Powys
Aston,Dyfed-Powys
Bacheldre,Dyfed-Powys
Banwy,Dyfed-Powys
Barland,Dyfed-Powys
Battle,Dyfed-Powys
Beguildy,Dyfed-Powys
Belan,Dyfed-Powys
Berriew,Dyfed-Powys
Bettws Cedewain,Dyfed-Powys
Beulah,Dyfed-Powys
Bleddfa,Dyfed-Powys
Bont Dolgadfan,Dyfed-Powys
Boughrood,Dyfed-Powys
Boughrood Brest,Dyfed-Powys
Braichyfedw,Dyfed-Powys
Brecon (Aberhonddu),Dyfed-Powys
Brecon Beacons,Dyfed-Powys
Brilley Mountain,Dyfed-Powys
Broneirion,Dyfed-Powys
Bronllys,Dyfed-Powys
Bronydd,Dyfed-Powys
Brooks,Dyfed-Powys
Brunant,Dyfed-Powys
Bryn,Dyfed-Powys
Bryn Mawr,Dyfed-Powys
Bryn Tanat,Dyfed-Powys
Bryn-penarth,Dyfed-Powys
Brynderwen,Dyfed-Powys
Bryngwyn,Dyfed-Powys
Brynllywarch,Dyfed-Powys
Builth Road,Dyfed-Powys
Builth Wells (Llanfair-Ym-Muallt),Dyfed-Powys
Bulthy,Dyfed-Powys
Burgedin,Dyfed-Powys
Burlingjobb,Dyfed-Powys
Buttington,Dyfed-Powys
Bwlch,Dyfed-Powys
Bwlch-y-cibau,Dyfed-Powys
Bwlch-y-ffridd,Dyfed-Powys
Bwlch-y-Plain,Dyfed-Powys
Bwlch-y-sarnau,Dyfed-Powys
Bwlchyddar,Dyfed-Powys
Caebitra,Dyfed-Powys
Caehopkin,Dyfed-Powys
Caerfanell,Dyfed-Powys
Caersws,Dyfed-Powys
Cain,Dyfed-Powys
Camlad,Dyfed-Powys
Camnant,Dyfed-Powys
Capel-y-ffin,Dyfed-Powys
Carmel,Dyfed-Powys
Carnedd,Dyfed-Powys
Carno,Dyfed-Powys
Cascob,Dyfed-Powys
Castle Caereinion,Dyfed-Powys
Cathedine,Dyfed-Powys
Cefn,Dyfed-Powys
Cefn Canol,Dyfed-Powys
Cefn Coch,Dyfed-Powys
Cefn-gorwydd,Dyfed-Powys
Cegidfa (Guilsfield),Dyfed-Powys
Ceinws,Dyfed-Powys
Cemmaes,Dyfed-Powys
Cemmaes Road,Dyfed-Powys
Church Stoke,Dyfed-Powys
Chwefru,Dyfed-Powys
Cilcewydd,Dyfed-Powys
Cilmery,Dyfed-Powys
Ciltwrch,Dyfed-Powys
City,Dyfed-Powys
Clatter,Dyfed-Powys
Cledan,Dyfed-Powys
Clipiau,Dyfed-Powys
Cloddiau,Dyfed-Powys
Clyro,Dyfed-Powys
Coed-y-wlad,Dyfed-Powys
Coed-yr-ynys,Dyfed-Powys
Coelbren,Dyfed-Powys
Coldbrook,Dyfed-Powys
Colva,Dyfed-Powys
Commins Coch,Dyfed-Powys
Cornhill,Dyfed-Powys
Cradoc,Dyfed-Powys
Crai,Dyfed-Powys
Cregrina,Dyfed-Powys
Crewgreen,Dyfed-Powys
Crickadarn,Dyfed-Powys
Crickhowell,Dyfed-Powys
Criggion,Dyfed-Powys
Cross Oak,Dyfed-Powys
Crossgates,Dyfed-Powys
Crossway,Dyfed-Powys
Cusop,Dyfed-Powys
Cwm,Dyfed-Powys
Cwm Irfon,Dyfed-Powys
Cwm-Llinau,Dyfed-Powys
Cwmbach,Dyfed-Powys
Cwmbach Llechrhyd,Dyfed-Powys
Cwmbelan,Dyfed-Powys
Cwmcrawnon,Dyfed-Powys
Cwmdu,Dyfed-Powys
Cwmgiedd,Dyfed-Powys
Cwmrhos,Dyfed-Powys
Cwmwysg,Dyfed-Powys
Dardy,Dyfed-Powys
Darowen,Dyfed-Powys
Ddol Cownwy,Dyfed-Powys
Defynnog,Dyfed-Powys
Derwenlas,Dyfed-Powys
Discoed,Dyfed-Powys
Disserth,Dyfed-Powys
Dol-y-cannau,Dyfed-Powys
Dolanog,Dyfed-Powys
Dolau,Dyfed-Powys
Dolfach,Dyfed-Powys
Dolfor,Dyfed-Powys
Dolhelfa,Dyfed-Powys
Dolley Green,Dyfed-Powys
Dolyhir,Dyfed-Powys
Dolymelinau,Dyfed-Powys
Domgay,Dyfed-Powys
Downton,Dyfed-Powys
Duhonw,Dyfed-Powys
Dulas,Dyfed-Powys
Dutlas,Dyfed-Powys
Dwyrhiw,Dyfed-Powys
Dyfi,Dyfed-Powys
Dylife,Dyfed-Powys
Eiddew,Dyfed-Powys
Elan Village,Dyfed-Powys
Erwood,Dyfed-Powys
Evenjobb,Dyfed-Powys
Felin Newydd,Dyfed-Powys
Felin-Crai,Dyfed-Powys
Felin-newydd,Dyfed-Powys
Felindre,Dyfed-Powys
Felinfach,Dyfed-Powys
Ffawyddog,Dyfed-Powys
Fforddlas,Dyfed-Powys
Ffridd,Dyfed-Powys
Ffynnon Gynydd,Dyfed-Powys
Fishpools,Dyfed-Powys
Foel,Dyfed-Powys
Forden,Dyfed-Powys
Forge,Dyfed-Powys
Four Crosses,Dyfed-Powys
Frochas,Dyfed-Powys
Fron,Dyfed-Powys
Gam,Dyfed-Powys
Garn,Dyfed-Powys
Garth,Dyfed-Powys
Garth Owen,Dyfed-Powys
Garthbrengy,Dyfed-Powys
Gaufron,Dyfed-Powys
Geseilfa,Dyfed-Powys
Geuffordd,Dyfed-Powys
Gladestry,Dyfed-Powys
Glan-y-nant,Dyfed-Powys
Glangrwyney,Dyfed-Powys
Glanhanog,Dyfed-Powys
Glanmule,Dyfed-Powys
Glasbury,Dyfed-Powys
Glascoed,Dyfed-Powys
Glascwm,Dyfed-Powys
Gleiniant,Dyfed-Powys
Glyn,Dyfed-Powys
Glynbrochan,Dyfed-Powys
Glynhafren,Dyfed-Powys
Glyntawe,Dyfed-Powys
Great Cellws,Dyfed-Powys
Gregynog,Dyfed-Powys
Groes-lwyd,Dyfed-Powys
Groesffordd,Dyfed-Powys
Groespluan,Dyfed-Powys
Grwyne Fechan,Dyfed-Powys
Guilsfield (Cegidfa),Dyfed-Powys
Guilsfield Brook,Dyfed-Powys
Gwenddwr,Dyfed-Powys
Gwernafon,Dyfed-Powys
Gwerneirin,Dyfed-Powys
Gwernydd,Dyfed-Powys
